"pr_lost";"pr_rem";"ave_pr_rem";"amphibians";"birds";"mammals";"reptiles";"LC";"NT";"VU";"EN";"CR";"endangered"
12.826;87.174;82.1107605929636;82.8974620909816;83.3809887818922;84.0340333770861;73.0438431626701;85.1181065562825;82.0707234997196;80.1419694072658;79.2663525498891;67.7397565922921;77.3135804997952
12.937;87.063;82.1066445853698;82.8971268954509;83.3750918296436;84.0274517157322;73.0421257290992;85.1118240085459;82.0690970274818;80.1406309751434;79.2652993348115;67.7397565922921;77.3126177795985
13.057;86.943;82.1024720281133;82.8968076616121;83.368658790827;84.0219951246953;73.0397278029812;85.1054413139271;82.067470555244;80.1389101338432;79.264911308204;67.7396551724138;77.3117165096272
13.206;86.794;82.0984004523973;82.8966959297686;83.3621959694232;84.0172510781924;73.0365845755023;85.0994458539191;82.0655636567583;80.1358986615679;79.2641906873614;67.7396551724138;77.3101597705858
13.362;86.638;82.0947853132447;82.8966161213089;83.3569641616202;84.0123007687981;73.0333765392093;85.0942582454266;82.0637128435222;80.132361376673;79.2635809312639;67.7396551724138;77.3084186808685
13.472;86.528;82.0916912388415;82.8963288108539;83.3523677156756;84.0076504781549;73.0321775761504;85.0895379890506;82.0627593942793;80.1308317399618;79.2631374722838;67.7395537525355;77.3075788611225
13.566;86.434;82.0881851597528;82.8958818834796;83.3473245309243;84.0017813613351;73.0315618924174;85.0841567632528;82.0611890072911;80.1297801147227;79.2626385809313;67.7394523326572;77.3069233920524
13.669;86.331;82.0848689259603;82.8953072625698;83.3425890995731;83.9964185261579;73.0308489954634;85.0791093603953;82.0598429613012;80.128776290631;79.2621396895787;67.7384381338742;77.3061040557149
13.757;86.243;82.0820818354405;82.8948922585794;83.3385386677256;83.9921057566098;73.0300064808814;85.0748764855121;82.0587212563096;80.1280114722753;79.2618625277162;67.737322515213;77.3054485866448
13.852;86.148;82.0789756432524;82.8943814844373;83.3340613521295;83.9870991936996;73.0293907971484;85.0701629055949;82.0572630398205;80.1270554493308;79.2616407982262;67.7361054766734;77.304711183941
13.953;86.047;82.0752676010825;82.893695131684;83.3284324431649;83.9816426026627;73.0288399222294;85.0646615035385;82.0542344363432;80.1258604206501;79.2611973392461;67.7353955375253;77.3038918476034
14.056;85.944;82.0718826998425;82.8931205107741;83.3235580264072;83.9762235139696;73.0281270252754;85.0597476298571;82.0507010656197;80.1248565965583;79.2608647450111;67.7341784989858;77.3030929946743
14.164;85.836;82.067924223452;82.8924820430966;83.3180383202621;83.9696606037877;73.0270252754375;85.0537321404727;82.0489624228828;80.1236615678776;79.260088691796;67.7333671399594;77.3021302744777
14.267;85.733;82.0639940218928;82.8918914604948;83.3127072371687;83.9629664354022;73.0256642903435;85.0478501802644;82.0472237801458;80.1220841300191;79.2590354767184;67.7326572008114;77.3009217533798
14.379;85.621;82.0595831482005;82.8912689545092;83.3068698500943;83.9555409713107;73.0234283862605;85.0411937508346;82.0453168816601;80.1204110898662;79.2578713968958;67.7322515212982;77.2996927488734
14.49;85.51;82.0551157248455;82.8906783719074;83.300784274794;83.9481717607351;73.0213869086196;85.0344772332755;82.0436343241727;80.1184512428298;79.2567073170732;67.731845841785;77.2983408439164
14.599;85.401;82.0508866179262;82.8899760574621;83.2953340613521;83.9407650478155;73.0194750486066;85.0281946855388;82.0420639371845;80.1168260038241;79.2559866962306;67.7314401622718;77.297296190086
14.713;85.287;82.0465403724199;82.8893854748603;83.2893874714584;83.9336583536471;73.0174983797797;85.0217051675791;82.0403252944476;80.1150095602294;79.2549889135255;67.7310344827586;77.2960671855797
14.822;85.178;82.0423314618088;82.8886352753392;83.2837982726099;83.9266079129946;73.0156837329877;85.0153558552544;82.0382501402131;80.1134321223709;79.2541019955654;67.730831643002;77.2950225317493
14.932;85.068;82.0377105465121;82.88790103751;83.2776332770773;83.9187699231202;73.0137718729747;85.0084323674723;82.0362310712283;80.1116156787763;79.2531596452328;67.7303245436105;77.2937935272429
15.044;84.956;82.0329724926283;82.8872944932163;83.2710910354413;83.9113069566848;73.0112443292288;85.0013352917613;82.0339315759955;80.1100382409178;79.2521618625277;67.7296146044625;77.2926054895535
15.155;84.845;82.0285010300117;82.8865123703113;83.2652437208379;83.9041252578286;73.0084575502268;84.994625450661;82.0318003365115;80.1082217973231;79.2512195121951;67.7293103448276;77.291417451864
15.265;84.735;82.0239608999475;82.8858579409417;83.2590886528343;83.8966810425652;73.0063188593649;84.9877954333022;82.02933258553;80.1067399617591;79.2503880266075;67.7288032454361;77.2903727980336
15.378;84.622;82.0188148806398;82.8848363926576;83.2525166286111;83.8882617663604;73.0031108230719;84.9800507410869;82.0269770050477;80.1045889101338;79.2494456762749;67.7284989858012;77.289041376485
15.489;84.511;82.013927374076;82.8841500399042;83.2463218504914;83.8801425089068;72.999546338302;84.9727133128589;82.0243409983174;80.102724665392;79.2485033259424;67.7281947261663;77.2878328553871
15.601;84.399;82.0090762208668;82.8835115722267;83.2404050431848;83.8720420026252;72.9952365521711;84.9655494725598;82.0213123948402;80.1007648183556;79.2470620842572;67.7279918864097;77.2864195002048
15.711;84.289;82.0043381669831;82.8828252194733;83.2346371488137;83.8639789986874;72.9913804277382;84.9584991320604;82.0182837913629;80.0993307839388;79.2458980044346;67.7275862068965;77.2852929127407
15.817;84.183;81.9996607020237;82.8822027134876;83.2286905589199;83.8561222576411;72.9881075826312;84.9514621444786;82.015872125631;80.097896749522;79.244733924612;67.7269776876268;77.2841253584596
15.92;84.08;81.994942844448;82.8815961691939;83.2223667229227;83.848565535346;72.9851911860013;84.9443517158499;82.0131800336512;80.0965105162524;79.2439024390244;67.7265720081136;77.2831421548546
16.03;83.97;81.9899866704367;82.8810055865922;83.216181872332;83.8402587661729;72.9811730395334;84.9368941113633;82.0106561974201;80.0948852772466;79.2429046563193;67.7261663286004;77.281995083982
16.138;83.862;81.9848931615301;82.880255387071;83.2095006452894;83.8321020063754;72.9777381723914;84.9292629189478;82.0078519349411;80.0932122370937;79.2417960088692;67.725354969574;77.2807046292503
16.239;83.761;81.9801389505998;82.8796648044693;83.2031073165889;83.8247890493156;72.9743033052495;84.9222793430365;82.004262478968;80.0917304015296;79.2407982261641;67.7245436105477;77.2795370749693
16.352;83.648;81.973591307509;82.8789146049481;83.1936463814157;83.815938496156;72.9694750486066;84.9125250367205;82.0013460459899;80.0893881453155;79.239800443459;67.7238336713996;77.2780213027448
16.465;83.535;81.9664418144363;82.878148443735;83.1834210265065;83.8056066004125;72.9649060272197;84.9019228201362;81.9977005047673;80.0869024856596;79.2386363636364;67.7231237322515;77.2763826300696
16.573;83.427;81.9602334693218;82.8774142059058;83.174664945895;83.7965497843615;72.9608230719378;84.8926158365603;81.9945036455412;80.0851338432122;79.2378048780488;67.7225152129817;77.2751945923802
16.673;83.327;81.9551843922931;82.8767597765363;83.1678149508587;83.7888055503469;72.9573882047958;84.8850981439444;81.9916993830623;80.0835086042065;79.2368070953437;67.721906693712;77.2740065546907
16.773;83.227;81.9498889203054;82.8759138068635;83.1605976372481;83.7810238139884;72.9536292935839;84.8771731873414;81.9885586090858;80.0819789674952;79.2360310421286;67.7213995943205;77.2729619008603
16.882;83.118;81.9436644181444;82.8749401436552;83.1519011218108;83.772098256141;72.949481529488;84.8678261450127;81.9853617498598;80.0803059273423;79.2351441241685;67.720892494929;77.2718148299877
16.989;83.011;81.9379205881165;82.8742537909018;83.1441973592773;83.7632102006375;72.9453013609851;84.8591734543998;81.9825014021312;80.0784894837476;79.2343126385809;67.7203853955375;77.2706267922982
17.096;82.904;81.9323504463384;82.8734397446129;83.1364538866276;83.755072192012;72.9416072585872;84.8508011750567;81.9793606281548;80.0766252390057;79.2335365853659;67.719878296146;77.2694387546088
17.208;82.792;81.9258431958638;82.8722905027933;83.1274794003772;83.7454528408026;72.9376539209332;84.8410201629056;81.9761637689288;80.074378585086;79.2327605321508;67.7194726166329;77.2681073330602
17.317;82.683;81.9201761118068;82.871572226656;83.1198749131341;83.7367710481905;72.9334737524303;84.8325210308452;81.9731351654515;80.0724187380497;79.2320953436807;67.7185598377282;77.266837361737
17.423;82.577;81.914763501232;82.8705826017558;83.1125086865879;83.7289143071442;72.9296824368114;84.8243356923488;81.9703309029725;80.0706500956023;79.2313747228381;67.7179513184584;77.2656902908644
17.534;82.466;81.9090923779133;82.869736632083;83.1048148515834;83.7202137633602;72.9260531432275;84.8158832955001;81.967470555244;80.0685468451243;79.2305432372506;67.7169371196754;77.2642769356821
17.646;82.354;81.9032233307751;82.8686512370311;83.0969125384692;83.7115694730921;72.9219053791316;84.8071104286287;81.9642176107684;80.0665391969407;79.2296563192905;67.716430020284;77.2629864809504
17.763;82.237;81.89676455144;82.8677573822825;83.0875210959992;83.7022313894618;72.9186973428386;84.7975297102417;81.9602916432978;80.0644837476099;79.2286585365854;67.7159229208925;77.2616345759934
17.876;82.124;81.8899058852042;82.8669273743017;83.0774843641418;83.6922370148134;72.9153920933247;84.7874616103619;81.955860908581;80.062189292543;79.2274944567628;67.7152129817444;77.2600778369521
18.001;81.999;81.880458052268;82.8659856344773;83.062910751514;83.6789236827302;72.9120868438108;84.7730738416344;81.9505888951206;80.0599426386233;79.2262749445676;67.7149087221095;77.2586030315445
18.122;81.878;81.8716686189765;82.8650917797287;83.0492405440286;83.6675229701856;72.9077122488658;84.7597543063159;81.9450925406618;80.0582695984704;79.2250554323725;67.7143002028398;77.2573125768128
18.237;81.763;81.8651775255483;82.8642617717478;83.0401469274298;83.6580723795237;72.9033376539209;84.749966617706;81.9413909141896;80.0565965583174;79.2242239467849;67.7138945233266;77.2562064727571
18.348;81.652;81.8585531364866;82.8632242617717;83.0311525861213;83.6483780236265;72.898412184057;84.7401054880491;81.9379697139652;80.0543977055449;79.2228935698448;67.7132860040568;77.2546497337157
18.463;81.537;81.8520135719191;82.8623144453312;83.0222277375161;83.6389649353085;72.8931950745301;84.730357858192;81.9344924284913;80.0521510516252;79.2216740576497;67.7127789046653;77.2531339614912
18.576;81.424;81.8458011875429;82.8613407821229;83.0139382507694;83.6299268704294;72.8880103694102;84.7210241687809;81.931463825014;80.0499043977055;79.2208425720621;67.7122718052738;77.2517615731258
18.683;81.317;81.8397705699398;82.8604628890662;83.0058373870744;83.6207575473467;72.8837005832793;84.7120710375217;81.9280987100393;80.0478489483748;79.219623059867;67.7117647058824;77.250327734535
18.791;81.209;81.8337561093832;82.8595690343176;82.9976074655018;83.6120570035627;72.8791639662994;84.7031646414742;81.9246214245653;80.045793499044;79.2187915742794;67.7111561866126;77.2490167963949
18.899;81.101;81.8278345518439;82.8585634477255;82.9895066018068;83.6035814738421;72.8747893713545;84.6944051275204;81.9212563095906;80.0435946462715;79.2175166297118;67.7100405679513;77.2473781237198
19.008;80.992;81.8222118996647;82.8577972865124;82.9816241437506;83.5955559722483;72.8708360337006;84.6861329950594;81.9183398766124;80.0416826003824;79.2162971175166;67.7083164300203;77.2457599344531
19.115;80.885;81.8163630488347;82.857094972067;82.9734835699394;83.5865554097131;72.8674659753727;84.6775403925758;81.9143578238923;80.0398183556405;79.2154101995565;67.7069979716024;77.2443670626792
19.222;80.778;81.8102233711678;82.8563926576217;82.9645388662762;83.5777611100694;72.8640311082307;84.6684871144345;81.910263600673;80.037810707457;79.2144124168514;67.7061866125761;77.2429741909054
19.324;80.676;81.8045482085875;82.8553870710295;82.9566266256329;83.5692668291768;72.8610499027868;84.6601615703031;81.9068984856983;80.0354206500956;79.2130820399113;67.7055780933063;77.2413355182302
19.421;80.579;81.7993900714949;82.8546049481245;82.9497071378934;83.5614850928183;72.8572909915749;84.6526104953932;81.9035333707235;80.0335564053537;79.2116962305987;67.7051724137931;77.2399426464564
19.526;80.474;81.793496788787;82.853423782921;82.9417154770178;83.5525032814551;72.8540181464679;84.6439110695687;81.8997756590017;80.0315009560229;79.2108647450111;67.7043610547667;77.2385907414994
19.628;80.372;81.7873611503817;82.8522585794094;82.9331778020451;83.5431839489968;72.851134154245;84.6348911737215;81.8956814357824;80.0294933078394;79.2099223946785;67.703752535497;77.2372593199508
19.733;80.267;81.7814880639819;82.8513487629689;82.9251365035243;83.5345396587287;72.8470511989631;84.626325277073;81.8916432978127;80.0271510516252;79.2085920177384;67.7032454361055;77.2356616140926
19.834;80.166;81.7757563517389;82.8504708699122;82.9172143353519;83.5259516219764;72.8435515230071;84.6178394979303;81.8881660123388;80.0249043977055;79.2076496674058;67.702738336714;77.2342482589103
19.941;80.059;81.7695964777639;82.8494972067039;82.9088156457858;83.5163697731108;72.8400842514582;84.6088262785419;81.8840717891195;80.0225143403442;79.2066518847007;67.7020283975659;77.2327120032773
20.055;79.945;81.7618734095407;82.8485235434956;82.8979648565472;83.5045002812676;72.8360337005833;84.5974295633596;81.8796971396523;80.0200764818356;79.205155210643;67.7014198782962;77.2309913969684
20.163;79.837;81.7557337318738;82.8477893056664;82.8891591382905;83.4950496906057;72.8333441348023;84.5883629323007;81.875602916433;80.0177342256214;79.2040465631929;67.7005070993915;77.2293936911102
20.274;79.726;81.748778123359;82.8469752593775;82.8794103047751;83.4843052690793;72.8295852235904;84.5781412738683;81.8707795849692;80.0151051625239;79.2028270509978;67.6998985801217;77.2276935682097
20.387;79.613;81.7415316880074;82.8460015961692;82.8699990072471;83.4718919932496;72.8255994815295;84.5674322339431;81.8664610207515;80.0126195028681;79.2014412416851;67.6996957403651;77.2260753789431
